	AD_MAG_1	AD_MAG_2	JaccardIndex
1573526	13A_III/BM_out.94.fa	2AD61I_FD/BM_out.14.fa	0.782
1776914	13A_III/BM_out.94.fa	6A_II/BM_out.164.fa	0.84
2107918	13A_III/BM_out.94.fa	7A_III/BM_out.238.fa	0.822
2381096	13A_III/BM_out.94.fa	8A_II/BM_out.32.fa	0.828
2580496	13A_III/BM_out.94.fa	9A_II/BM_out.201.fa	0.774
2883584	13A_III/BM_out.94.fa	AD121II_FD/BM_out.19.fa	0.712
3084978	13A_III/BM_out.94.fa	AD126III_FD/BM_out.63.fa	0.772
3204618	13A_III/BM_out.94.fa	AD128I_FD/BM_out.49.fa	0.796
3330240	13A_III/BM_out.94.fa	AD132III_FD/BM_out.33.fa	0.814
3437916	13A_III/BM_out.94.fa	AD143II_FD/BM_out.12.fa	0.796
3737016	13A_III/BM_out.94.fa	AD148III_FD/BM_out.38.fa	0.78
518701	13A_III/BM_out.95.fa	13A_III/BM_out.95.fa	1
2387079	13A_III/BM_out.95.fa	8A_II/BM_out.38.fa	0.736
520696	13A_III/BM_out.98.fa	13A_III/BM_out.98.fa	1
522691	15A_II/BM_out.100.fa	15A_II/BM_out.100.fa	1
225586	15A_II/BM_out.101.fa	11A_II/BM_out.83.fa	0.746
291388	15A_II/BM_out.101.fa	13A_III/BM_out.138.fa	0.716
524686	15A_II/BM_out.101.fa	15A_II/BM_out.101.fa	1
811822	15A_II/BM_out.101.fa	17A_III/BM_out.128.fa	0.776
1150802	15A_II/BM_out.101.fa	2AD43II_FD/BM_out.36.fa	0.718
1332256	15A_II/BM_out.101.fa	2AD48II_FD/BM_out.92.fa	0.726
1455884	15A_II/BM_out.101.fa	2AD57I_FD/BM_out.39.fa	0.722
1543620	15A_II/BM_out.101.fa	2AD61I_FD/BM_out.101.fa	0.724
1792870	15A_II/BM_out.101.fa	6A_II/BM_out.188.fa	0.71
2008222	15A_II/BM_out.101.fa	7A_III/BM_out.142.fa	0.702
2458866	15A_II/BM_out.101.fa	8A_II/BM_out.85.fa	0.736
2582494	15A_II/BM_out.101.fa	9A_II/BM_out.202.fa	0.732
2702134	15A_II/BM_out.101.fa	AD118III_FD/BM_out.109.fa	0.72
2959360	15A_II/BM_out.101.fa	AD121II_FD/BM_out.66.fa	0.736
3043108	15A_II/BM_out.101.fa	AD126III_FD/BM_out.33.fa	0.722
3282388	15A_II/BM_out.101.fa	AD132III_FD/BM_out.111.fa	0.746
3509704	15A_II/BM_out.101.fa	AD143II_FD/BM_out.73.fa	0.724
3647290	15A_II/BM_out.101.fa	AD138III_FD/BM_out.7.fa	0.728
3677200	15A_II/BM_out.101.fa	AD148III_FD/BM_out.108.fa	0.746
3936420	15A_II/BM_out.101.fa	AD152III_FD/BM_out.78.fa	0.74
526681	15A_II/BM_out.102.fa	15A_II/BM_out.102.fa	1
235558	15A_II/BM_out.103.fa	11A_II/BM_out.92.fa	0.846
363174	15A_II/BM_out.103.fa	13A_III/BM_out.192.fa	0.884
528676	15A_II/BM_out.103.fa	15A_II/BM_out.103.fa	1
1045122	15A_II/BM_out.103.fa	17A_III/BM_out.4.fa	0.858
2299348	15A_II/BM_out.103.fa	8A_II/BM_out.170.fa	0.766
2678208	15A_II/BM_out.103.fa	9A_II/BM_out.81.fa	0.78
2811806	15A_II/BM_out.103.fa	AD118III_FD/BM_out.58.fa	0.812
54105	15A_II/BM_out.104.fa	11A_II/BM_out.142.fa	0.886
269457	15A_II/BM_out.104.fa	13A_III/BM_out.120.fa	0.908
530671	15A_II/BM_out.104.fa	15A_II/BM_out.104.fa	1
809831	15A_II/BM_out.104.fa	17A_III/BM_out.123.fa	0.91
1196667	15A_II/BM_out.104.fa	2AD43II_FD/BM_out.71.fa	0.886
1286397	15A_II/BM_out.104.fa	2AD48II_FD/BM_out.59.fa	0.83
1531659	15A_II/BM_out.104.fa	2AD57I_FD/BM_out.91.fa	0.872
1563563	15A_II/BM_out.104.fa	2AD61I_FD/BM_out.119.fa	0.91
1860669	15A_II/BM_out.104.fa	6A_II/BM_out.39.fa	0.904
1984297	15A_II/BM_out.104.fa	7A_III/BM_out.126.fa	0.934
2255481	15A_II/BM_out.104.fa	8A_II/BM_out.12.fa	0.88
2648299	15A_II/BM_out.104.fa	9A_II/BM_out.60.fa	0.878
2706125	15A_II/BM_out.104.fa	AD118III_FD/BM_out.111.fa	0.926
2913501	15A_II/BM_out.104.fa	AD121II_FD/BM_out.36.fa	0.896
3047099	15A_II/BM_out.104.fa	AD126III_FD/BM_out.36.fa	0.884
3242511	15A_II/BM_out.104.fa	AD128I_FD/BM_out.79.fa	0.892
3376109	15A_II/BM_out.104.fa	AD132III_FD/BM_out.62.fa	0.904
3505719	15A_II/BM_out.104.fa	AD143II_FD/BM_out.70.fa	0.902
3637323	15A_II/BM_out.104.fa	AD138III_FD/BM_out.73.fa	0.886
3806813	15A_II/BM_out.104.fa	AD148III_FD/BM_out.96.fa	0.898
3862645	15A_II/BM_out.104.fa	AD152III_FD/BM_out.140.fa	0.86
60088	15A_II/BM_out.106.fa	11A_II/BM_out.146.fa	0.908
391092	15A_II/BM_out.106.fa	13A_III/BM_out.211.fa	0.94
532666	15A_II/BM_out.106.fa	15A_II/BM_out.106.fa	1
971346	15A_II/BM_out.106.fa	17A_III/BM_out.250.fa	0.852
1188692	15A_II/BM_out.106.fa	2AD43II_FD/BM_out.65.fa	0.846
1394074	15A_II/BM_out.106.fa	2AD52I_FD/BM_out.6.fa	0.7
1679216	15A_II/BM_out.106.fa	2AD61I_FD/BM_out.98.fa	0.932
1786892	15A_II/BM_out.106.fa	6A_II/BM_out.175.fa	0.772
2074028	15A_II/BM_out.106.fa	7A_III/BM_out.206.fa	0.94
2293368	15A_II/BM_out.106.fa	8A_II/BM_out.166.fa	0.91
2570534	15A_II/BM_out.106.fa	9A_II/BM_out.187.fa	0.744
2893562	15A_II/BM_out.106.fa	AD121II_FD/BM_out.25.fa	0.978
3136830	15A_II/BM_out.106.fa	AD126III_FD/BM_out.97.fa	0.89
3254476	15A_II/BM_out.106.fa	AD128I_FD/BM_out.86.fa	0.89
3561552	15A_II/BM_out.106.fa	AD138III_FD/BM_out.18.fa	0.938
3772916	15A_II/BM_out.106.fa	AD148III_FD/BM_out.71.fa	0.9
534661	15A_II/BM_out.107.fa	15A_II/BM_out.107.fa	1
536656	15A_II/BM_out.108.fa	15A_II/BM_out.108.fa	1
173749	15A_II/BM_out.110.fa	11A_II/BM_out.34.fa	0.856
309341	15A_II/BM_out.110.fa	13A_III/BM_out.155.fa	0.832
538651	15A_II/BM_out.110.fa	15A_II/BM_out.110.fa	1
957391	15A_II/BM_out.110.fa	17A_III/BM_out.240.fa	0.896
1198665	15A_II/BM_out.110.fa	2AD43II_FD/BM_out.73.fa	0.908
1240539	15A_II/BM_out.110.fa	2AD48II_FD/BM_out.1.fa	0.906
1362173	15A_II/BM_out.110.fa	2AD52I_FD/BM_out.31.fa	0.842
1467855	15A_II/BM_out.110.fa	2AD57I_FD/BM_out.45.fa	0.868
1671243	15A_II/BM_out.110.fa	2AD61I_FD/BM_out.93.fa	0.896
1749009	15A_II/BM_out.110.fa	6A_II/BM_out.141.fa	0.866
2026175	15A_II/BM_out.110.fa	7A_III/BM_out.15.fa	0.798
2259473	15A_II/BM_out.110.fa	8A_II/BM_out.132.fa	0.836
2668243	15A_II/BM_out.110.fa	9A_II/BM_out.75.fa	0.798
2738033	15A_II/BM_out.110.fa	AD118III_FD/BM_out.142.fa	0.888
2891571	15A_II/BM_out.110.fa	AD121II_FD/BM_out.24.fa	0.878
3063055	15A_II/BM_out.110.fa	AD126III_FD/BM_out.47.fa	0.924
3152785	15A_II/BM_out.110.fa	AD128I_FD/BM_out.16.fa	0.874
3417987	15A_II/BM_out.110.fa	AD132III_FD/BM_out.91.fa	0.882
3503729	15A_II/BM_out.110.fa	AD143II_FD/BM_out.6.fa	0.92
3593459	15A_II/BM_out.110.fa	AD138III_FD/BM_out.42.fa	0.896
3782889	15A_II/BM_out.110.fa	AD148III_FD/BM_out.7.fa	0.882
3860655	15A_II/BM_out.110.fa	AD152III_FD/BM_out.138.fa	0.912
169762	15A_II/BM_out.111.fa	11A_II/BM_out.30.fa	0.84
311336	15A_II/BM_out.111.fa	13A_III/BM_out.156.fa	0.826
540646	15A_II/BM_out.111.fa	15A_II/BM_out.111.fa	1
805848	15A_II/BM_out.111.fa	17A_III/BM_out.120.fa	0.84
1190690	15A_II/BM_out.111.fa	2AD43II_FD/BM_out.66.fa	0.836
1427976	15A_II/BM_out.111.fa	2AD57I_FD/BM_out.15.fa	0.788
1587496	15A_II/BM_out.111.fa	2AD61I_FD/BM_out.26.fa	0.81
1866656	15A_II/BM_out.111.fa	6A_II/BM_out.44.fa	0.828
2129864	15A_II/BM_out.111.fa	7A_III/BM_out.40.fa	0.868
2271438	15A_II/BM_out.111.fa	8A_II/BM_out.143.fa	0.844
2556580	15A_II/BM_out.111.fa	9A_II/BM_out.176.fa	0.842
2736040	15A_II/BM_out.111.fa	AD118III_FD/BM_out.140.fa	0.836
3081002	15A_II/BM_out.111.fa	AD126III_FD/BM_out.59.fa	0.78
3372126	15A_II/BM_out.111.fa	AD132III_FD/BM_out.5.fa	0.776
542641	15A_II/BM_out.113.fa	15A_II/BM_out.113.fa	1
544636	15A_II/BM_out.114.fa	15A_II/BM_out.114.fa	1
546631	15A_II/BM_out.115.fa	15A_II/BM_out.115.fa	1
409046	15A_II/BM_out.117.fa	13A_III/BM_out.224.fa	0.726
548626	15A_II/BM_out.117.fa	15A_II/BM_out.117.fa	1
927486	15A_II/BM_out.117.fa	17A_III/BM_out.21.fa	0.74
1366166	15A_II/BM_out.117.fa	2AD52I_FD/BM_out.36.fa	0.722
3523674	15A_II/BM_out.117.fa	AD143II_FD/BM_out.82.fa	0.732
3725068	15A_II/BM_out.117.fa	AD148III_FD/BM_out.29.fa	0.716
3926462	15A_II/BM_out.117.fa	AD152III_FD/BM_out.67.fa	0.714
149827	15A_II/BM_out.118.fa	11A_II/BM_out.207.fa	0.72
456903	15A_II/BM_out.118.fa	13A_III/BM_out.50.fa	0.722
550621	15A_II/BM_out.118.fa	15A_II/BM_out.118.fa	1
813829	15A_II/BM_out.118.fa	17A_III/BM_out.130.fa	0.708
1342239	15A_II/BM_out.118.fa	2AD52I_FD/BM_out.12.fa	0.704
1621399	15A_II/BM_out.118.fa	2AD61I_FD/BM_out.50.fa	0.712
2171743	15A_II/BM_out.118.fa	7A_III/BM_out.70.fa	0.71
2430963	15A_II/BM_out.118.fa	8A_II/BM_out.66.fa	0.732
2510723	15A_II/BM_out.118.fa	9A_II/BM_out.131.fa	0.756
2847709	15A_II/BM_out.118.fa	AD118III_FD/BM_out.82.fa	0.7
2931457	15A_II/BM_out.118.fa	AD121II_FD/BM_out.47.fa	0.7
3077019	15A_II/BM_out.118.fa	AD126III_FD/BM_out.57.fa	0.724
3208623	15A_II/BM_out.118.fa	AD128I_FD/BM_out.52.fa	0.728
3419987	15A_II/BM_out.118.fa	AD132III_FD/BM_out.92.fa	0.712
3463855	15A_II/BM_out.118.fa	AD143II_FD/BM_out.37.fa	0.708
3601441	15A_II/BM_out.118.fa	AD138III_FD/BM_out.49.fa	0.722
3778907	15A_II/BM_out.118.fa	AD148III_FD/BM_out.77.fa	0.714
3850691	15A_II/BM_out.118.fa	AD152III_FD/BM_out.130.fa	0.7
52122	15A_II/BM_out.119.fa	11A_II/BM_out.141.fa	0.932
295390	15A_II/BM_out.119.fa	13A_III/BM_out.140.fa	0.838
552616	15A_II/BM_out.119.fa	15A_II/BM_out.119.fa	1
999272	15A_II/BM_out.119.fa	17A_III/BM_out.274.fa	0.928
1316318	15A_II/BM_out.119.fa	2AD48II_FD/BM_out.77.fa	0.842
1796872	15A_II/BM_out.119.fa	6A_II/BM_out.190.fa	0.912
1986302	15A_II/BM_out.119.fa	7A_III/BM_out.128.fa	0.928
2616406	15A_II/BM_out.119.fa	9A_II/BM_out.35.fa	0.828
2947410	15A_II/BM_out.119.fa	AD121II_FD/BM_out.57.fa	0.836
3178714	15A_II/BM_out.119.fa	AD128I_FD/BM_out.33.fa	0.794
3673226	15A_II/BM_out.119.fa	AD148III_FD/BM_out.101.fa	0.892
570571	15A_II/BM_out.12.fa	15A_II/BM_out.12.fa	1
554611	15A_II/BM_out.120.fa	15A_II/BM_out.120.fa	1
556606	15A_II/BM_out.122.fa	15A_II/BM_out.122.fa	1
107957	15A_II/BM_out.123.fa	11A_II/BM_out.173.fa	0.718
468871	15A_II/BM_out.123.fa	13A_III/BM_out.5.fa	0.722
558601	15A_II/BM_out.123.fa	15A_II/BM_out.123.fa	1
1031179	15A_II/BM_out.123.fa	17A_III/BM_out.34.fa	0.75
1990293	15A_II/BM_out.123.fa	7A_III/BM_out.12.fa	0.71
2269453	15A_II/BM_out.123.fa	8A_II/BM_out.141.fa	0.704
2871641	15A_II/BM_out.123.fa	AD118III_FD/BM_out.97.fa	0.752
2937443	15A_II/BM_out.123.fa	AD121II_FD/BM_out.52.fa	0.716
560596	15A_II/BM_out.124.fa	15A_II/BM_out.124.fa	1
562591	15A_II/BM_out.125.fa	15A_II/BM_out.125.fa	1
353222	15A_II/BM_out.126.fa	13A_III/BM_out.186.fa	0.706
564586	15A_II/BM_out.126.fa	15A_II/BM_out.126.fa	1
939458	15A_II/BM_out.126.fa	17A_III/BM_out.228.fa	0.706
407061	15A_II/BM_out.127.fa	13A_III/BM_out.223.fa	0.7
566581	15A_II/BM_out.127.fa	15A_II/BM_out.127.fa	1
1098979	15A_II/BM_out.127.fa	17A_III/BM_out.95.fa	0.708
568576	15A_II/BM_out.129.fa	15A_II/BM_out.129.fa	1
572566	15A_II/BM_out.130.fa	15A_II/BM_out.130.fa	1
574561	15A_II/BM_out.131.fa	15A_II/BM_out.131.fa	1
1318323	15A_II/BM_out.131.fa	2AD48II_FD/BM_out.7.fa	0.72
1523705	15A_II/BM_out.131.fa	2AD57I_FD/BM_out.86.fa	0.72
1631381	15A_II/BM_out.131.fa	2AD61I_FD/BM_out.5.fa	0.716
3334257	15A_II/BM_out.131.fa	AD132III_FD/BM_out.35.fa	0.712
3743027	15A_II/BM_out.131.fa	AD148III_FD/BM_out.44.fa	0.71
3884601	15A_II/BM_out.131.fa	AD152III_FD/BM_out.24.fa	0.732
576556	15A_II/BM_out.136.fa	15A_II/BM_out.136.fa	1
68087	15A_II/BM_out.139.fa	11A_II/BM_out.150.fa	0.854
371175	15A_II/BM_out.139.fa	13A_III/BM_out.200.fa	0.844
578551	15A_II/BM_out.139.fa	15A_II/BM_out.139.fa	1
1033183	15A_II/BM_out.139.fa	17A_III/BM_out.36.fa	0.84
1266481	15A_II/BM_out.139.fa	2AD48II_FD/BM_out.41.fa	0.82
1346241	15A_II/BM_out.139.fa	2AD52I_FD/BM_out.15.fa	0.748
1463887	15A_II/BM_out.139.fa	2AD57I_FD/BM_out.43.fa	0.764
1595491	15A_II/BM_out.139.fa	2AD61I_FD/BM_out.31.fa	0.7
1858699	15A_II/BM_out.139.fa	6A_II/BM_out.37.fa	0.874
2189703	15A_II/BM_out.139.fa	7A_III/BM_out.81.fa	0.85
2223601	15A_II/BM_out.139.fa	8A_II/BM_out.112.fa	0.856
2500767	15A_II/BM_out.139.fa	9A_II/BM_out.120.fa	0.864
2875639	15A_II/BM_out.139.fa	AD118III_FD/BM_out.9.fa	0.83
2889597	15A_II/BM_out.139.fa	AD121II_FD/BM_out.23.fa	0.798
3112925	15A_II/BM_out.139.fa	AD126III_FD/BM_out.80.fa	0.832
3158787	15A_II/BM_out.139.fa	AD128I_FD/BM_out.19.fa	0.83
3481815	15A_II/BM_out.139.fa	AD143II_FD/BM_out.49.fa	0.778
3758981	15A_II/BM_out.139.fa	AD148III_FD/BM_out.59.fa	0.78
3910525	15A_II/BM_out.139.fa	AD152III_FD/BM_out.53.fa	0.812
580546	15A_II/BM_out.141.fa	15A_II/BM_out.141.fa	1
2732072	15A_II/BM_out.141.fa	AD118III_FD/BM_out.138.fa	0.724
582541	15A_II/BM_out.143.fa	15A_II/BM_out.143.fa	1
859707	15A_II/BM_out.143.fa	17A_III/BM_out.161.fa	0.814
237580	15A_II/BM_out.144.fa	11A_II/BM_out.93.fa	0.878
452932	15A_II/BM_out.144.fa	13A_III/BM_out.47.fa	0.924
584536	15A_II/BM_out.144.fa	15A_II/BM_out.144.fa	1
1011252	15A_II/BM_out.144.fa	17A_III/BM_out.283.fa	0.906
1753020	15A_II/BM_out.144.fa	6A_II/BM_out.144.fa	0.898
2123904	15A_II/BM_out.144.fa	7A_III/BM_out.36.fa	0.912
2237562	15A_II/BM_out.144.fa	8A_II/BM_out.120.fa	0.918
2672254	15A_II/BM_out.144.fa	9A_II/BM_out.78.fa	0.898
3834756	15A_II/BM_out.144.fa	AD152III_FD/BM_out.118.fa	0.846
229605	15A_II/BM_out.146.fa	11A_II/BM_out.88.fa	0.842
434987	15A_II/BM_out.146.fa	13A_III/BM_out.34.fa	0.79
586531	15A_II/BM_out.146.fa	15A_II/BM_out.146.fa	1
1061103	15A_II/BM_out.146.fa	17A_III/BM_out.63.fa	0.77
1120923	15A_II/BM_out.146.fa	2AD43II_FD/BM_out.19.fa	0.714
1232587	15A_II/BM_out.146.fa	2AD48II_FD/BM_out.14.fa	0.82
1896589	15A_II/BM_out.146.fa	6A_II/BM_out.70.fa	0.78
2006259	15A_II/BM_out.146.fa	7A_III/BM_out.141.fa	0.762
2452915	15A_II/BM_out.146.fa	8A_II/BM_out.77.fa	0.78
2508747	15A_II/BM_out.146.fa	9A_II/BM_out.129.fa	0.758
3098971	15A_II/BM_out.146.fa	AD126III_FD/BM_out.71.fa	0.72
3425987	15A_II/BM_out.146.fa	AD132III_FD/BM_out.96.fa	0.802
3541639	15A_II/BM_out.146.fa	AD143II_FD/BM_out.9.fa	0.778
3784907	15A_II/BM_out.146.fa	AD148III_FD/BM_out.80.fa	0.726
3974337	15A_II/BM_out.146.fa	AD152III_FD/BM_out.9.fa	0.754
588526	15A_II/BM_out.147.fa	15A_II/BM_out.147.fa	1
590521	15A_II/BM_out.148.fa	15A_II/BM_out.148.fa	1
283446	15A_II/BM_out.149.fa	13A_III/BM_out.133.fa	0.746
592516	15A_II/BM_out.149.fa	15A_II/BM_out.149.fa	1
873670	15A_II/BM_out.149.fa	17A_III/BM_out.169.fa	0.782
1812844	15A_II/BM_out.149.fa	6A_II/BM_out.206.fa	0.726
2014238	15A_II/BM_out.149.fa	7A_III/BM_out.151.fa	0.72
2267476	15A_II/BM_out.149.fa	8A_II/BM_out.13.fa	0.744
2598480	15A_II/BM_out.149.fa	9A_II/BM_out.216.fa	0.744
3840742	15A_II/BM_out.149.fa	AD152III_FD/BM_out.120.fa	0.772
2293	15A_II/BM_out.150.fa	11A_II/BM_out.104.fa	0.764
319339	15A_II/BM_out.150.fa	13A_III/BM_out.15.fa	0.794
594511	15A_II/BM_out.150.fa	15A_II/BM_out.150.fa	1
789923	15A_II/BM_out.150.fa	17A_III/BM_out.107.fa	0.786
1192711	15A_II/BM_out.150.fa	2AD43II_FD/BM_out.69.fa	0.762
1292411	15A_II/BM_out.150.fa	2AD48II_FD/BM_out.61.fa	0.756
1509757	15A_II/BM_out.150.fa	2AD57I_FD/BM_out.77.fa	0.794
1581541	15A_II/BM_out.150.fa	2AD61I_FD/BM_out.19.fa	0.736
1916533	15A_II/BM_out.150.fa	6A_II/BM_out.85.fa	0.758
1982335	15A_II/BM_out.150.fa	7A_III/BM_out.125.fa	0.78
2413039	15A_II/BM_out.150.fa	8A_II/BM_out.57.fa	0.774
2632379	15A_II/BM_out.150.fa	9A_II/BM_out.48.fa	0.786
2787911	15A_II/BM_out.150.fa	AD118III_FD/BM_out.39.fa	0.786
2973353	15A_II/BM_out.150.fa	AD121II_FD/BM_out.77.fa	0.814
3025197	15A_II/BM_out.150.fa	AD126III_FD/BM_out.19.fa	0.802
3252513	15A_II/BM_out.150.fa	AD128I_FD/BM_out.84.fa	0.78
3416021	15A_II/BM_out.150.fa	AD132III_FD/BM_out.90.fa	0.768
3439949	15A_II/BM_out.150.fa	AD143II_FD/BM_out.15.fa	0.752
3629379	15A_II/BM_out.150.fa	AD138III_FD/BM_out.67.fa	0.712
3709139	15A_II/BM_out.150.fa	AD148III_FD/BM_out.18.fa	0.764
3940443	15A_II/BM_out.150.fa	AD152III_FD/BM_out.7.fa	0.78
596506	15A_II/BM_out.151.fa	15A_II/BM_out.151.fa	1
598501	15A_II/BM_out.152.fa	15A_II/BM_out.152.fa	1
139882	15A_II/BM_out.153.fa	11A_II/BM_out.200.fa	0.716
357228	15A_II/BM_out.153.fa	13A_III/BM_out.188.fa	0.742
600496	15A_II/BM_out.153.fa	15A_II/BM_out.153.fa	1
2215636	15A_II/BM_out.153.fa	8A_II/BM_out.106.fa	0.726
602491	15A_II/BM_out.155.fa	15A_II/BM_out.155.fa	1
1043165	15A_II/BM_out.155.fa	17A_III/BM_out.49.fa	0.85
1555623	15A_II/BM_out.155.fa	2AD61I_FD/BM_out.113.fa	0.866
2520719	15A_II/BM_out.155.fa	9A_II/BM_out.145.fa	0.88
2758005	15A_II/BM_out.155.fa	AD118III_FD/BM_out.159.fa	0.842
3290403	15A_II/BM_out.155.fa	AD132III_FD/BM_out.115.fa	0.876
3661287	15A_II/BM_out.155.fa	AD138III_FD/BM_out.93.fa	0.874
604486	15A_II/BM_out.156.fa	15A_II/BM_out.156.fa	1
219645	15A_II/BM_out.163.fa	11A_II/BM_out.7.fa	0.976
367201	15A_II/BM_out.163.fa	13A_III/BM_out.196.fa	0.976
606481	15A_II/BM_out.163.fa	15A_II/BM_out.163.fa	1
1053137	15A_II/BM_out.163.fa	17A_III/BM_out.58.fa	0.958
1162807	15A_II/BM_out.163.fa	2AD43II_FD/BM_out.46.fa	0.99
1336285	15A_II/BM_out.163.fa	2AD48II_FD/BM_out.94.fa	0.984
1527709	15A_II/BM_out.163.fa	2AD57I_FD/BM_out.89.fa	0.884
1607469	15A_II/BM_out.163.fa	2AD61I_FD/BM_out.42.fa	0.758
1830797	15A_II/BM_out.163.fa	6A_II/BM_out.220.fa	0.98
2193705	15A_II/BM_out.163.fa	7A_III/BM_out.8.fa	0.968
2307363	15A_II/BM_out.163.fa	8A_II/BM_out.178.fa	0.956
2594499	15A_II/BM_out.163.fa	9A_II/BM_out.20.fa	0.98
3170765	15A_II/BM_out.163.fa	AD128I_FD/BM_out.26.fa	0.926
3539655	15A_II/BM_out.163.fa	AD143II_FD/BM_out.97.fa	0.902
3749025	15A_II/BM_out.163.fa	AD148III_FD/BM_out.48.fa	0.968
3966371	15A_II/BM_out.163.fa	AD152III_FD/BM_out.95.fa	0.964
608476	15A_II/BM_out.164.fa	15A_II/BM_out.164.fa	1
8283	15A_II/BM_out.166.fa	11A_II/BM_out.108.fa	0.768
610471	15A_II/BM_out.166.fa	15A_II/BM_out.166.fa	1
1081055	15A_II/BM_out.166.fa	17A_III/BM_out.83.fa	0.732
1852733	15A_II/BM_out.166.fa	6A_II/BM_out.29.fa	0.736
36200	15A_II/BM_out.167.fa	11A_II/BM_out.130.fa	0.856
431012	15A_II/BM_out.167.fa	13A_III/BM_out.29.fa	0.874
612466	15A_II/BM_out.167.fa	15A_II/BM_out.167.fa	1
799902	15A_II/BM_out.167.fa	17A_III/BM_out.117.fa	0.81
1200696	15A_II/BM_out.167.fa	2AD43II_FD/BM_out.74.fa	0.824
1338282	15A_II/BM_out.167.fa	2AD48II_FD/BM_out.95.fa	0.756
1382150	15A_II/BM_out.167.fa	2AD52I_FD/BM_out.51.fa	0.764
1533694	15A_II/BM_out.167.fa	2AD57I_FD/BM_out.94.fa	0.778
1629406	15A_II/BM_out.167.fa	2AD61I_FD/BM_out.57.fa	0.778
1906572	15A_II/BM_out.167.fa	6A_II/BM_out.80.fa	0.814
2143858	15A_II/BM_out.167.fa	7A_III/BM_out.4.fa	0.792
2279450	15A_II/BM_out.167.fa	8A_II/BM_out.14.fa	0.828
2596496	15A_II/BM_out.167.fa	9A_II/BM_out.212.fa	0.83
2765986	15A_II/BM_out.167.fa	AD118III_FD/BM_out.164.fa	0.818
2971368	15A_II/BM_out.167.fa	AD121II_FD/BM_out.75.fa	0.82
3108954	15A_II/BM_out.167.fa	AD126III_FD/BM_out.78.fa	0.826
3146840	15A_II/BM_out.167.fa	AD128I_FD/BM_out.13.fa	0.842
3410048	15A_II/BM_out.167.fa	AD132III_FD/BM_out.86.fa	0.832
3527694	15A_II/BM_out.167.fa	AD143II_FD/BM_out.85.fa	0.752
3701172	15A_II/BM_out.167.fa	AD148III_FD/BM_out.13.fa	0.782
3832776	15A_II/BM_out.167.fa	AD152III_FD/BM_out.117.fa	0.728
96021	15A_II/BM_out.169.fa	11A_II/BM_out.167.fa	0.852
329319	15A_II/BM_out.169.fa	13A_III/BM_out.166.fa	0.838
614461	15A_II/BM_out.169.fa	15A_II/BM_out.169.fa	1
821837	15A_II/BM_out.169.fa	17A_III/BM_out.134.fa	0.84
1808867	15A_II/BM_out.169.fa	6A_II/BM_out.200.fa	0.834
1974369	15A_II/BM_out.169.fa	7A_III/BM_out.120.fa	0.878
2383139	15A_II/BM_out.169.fa	8A_II/BM_out.35.fa	0.86
2604473	15A_II/BM_out.169.fa	9A_II/BM_out.220.fa	0.846
2777951	15A_II/BM_out.169.fa	AD118III_FD/BM_out.33.fa	0.844
2927501	15A_II/BM_out.169.fa	AD121II_FD/BM_out.44.fa	0.882
3414037	15A_II/BM_out.169.fa	AD132III_FD/BM_out.88.fa	0.824
3553617	15A_II/BM_out.169.fa	AD138III_FD/BM_out.13.fa	0.856
3774951	15A_II/BM_out.169.fa	AD148III_FD/BM_out.72.fa	0.808
616456	15A_II/BM_out.171.fa	15A_II/BM_out.171.fa	1
618451	15A_II/BM_out.172.fa	15A_II/BM_out.172.fa	1
634411	15A_II/BM_out.18.fa	15A_II/BM_out.18.fa	1
620446	15A_II/BM_out.181.fa	15A_II/BM_out.181.fa	1
897612	15A_II/BM_out.181.fa	17A_III/BM_out.194.fa	0.822
50163	15A_II/BM_out.182.fa	11A_II/BM_out.13.fa	0.876
383161	15A_II/BM_out.182.fa	13A_III/BM_out.207.fa	0.836
622441	15A_II/BM_out.182.fa	15A_II/BM_out.182.fa	1
1856727	15A_II/BM_out.182.fa	6A_II/BM_out.32.fa	0.796
2119935	15A_II/BM_out.182.fa	7A_III/BM_out.34.fa	0.794
2357221	15A_II/BM_out.182.fa	8A_II/BM_out.213.fa	0.7
2522723	15A_II/BM_out.182.fa	9A_II/BM_out.146.fa	0.89
131918	15A_II/BM_out.183.fa	11A_II/BM_out.192.fa	0.76
624436	15A_II/BM_out.183.fa	15A_II/BM_out.183.fa	1
983356	15A_II/BM_out.183.fa	17A_III/BM_out.259.fa	0.81
626431	15A_II/BM_out.185.fa	15A_II/BM_out.185.fa	1
1741077	15A_II/BM_out.185.fa	6A_II/BM_out.137.fa	0.702
2686233	15A_II/BM_out.185.fa	9A_II/BM_out.88.fa	0.722
628426	15A_II/BM_out.186.fa	15A_II/BM_out.186.fa	1
921544	15A_II/BM_out.186.fa	17A_III/BM_out.216.fa	0.858
1898604	15A_II/BM_out.186.fa	6A_II/BM_out.71.fa	0.742
2016250	15A_II/BM_out.186.fa	7A_III/BM_out.153.fa	0.816
2351242	15A_II/BM_out.186.fa	8A_II/BM_out.20.fa	0.806
2652336	15A_II/BM_out.186.fa	9A_II/BM_out.64.fa	0.778
2791916	15A_II/BM_out.186.fa	AD118III_FD/BM_out.40.fa	0.822
289447	15A_II/BM_out.188.fa	13A_III/BM_out.136.fa	0.712
630421	15A_II/BM_out.188.fa	15A_II/BM_out.188.fa	1
