"","AD_MAG_1","AD_MAG_2","JaccardIndex"
"448680","11A_II_BM_out.145.fa","13A_III_BM_out.43.fa",0.712
"2305094","11A_II_BM_out.145.fa","8A_II_BM_out.176.fa",0.664
"3838480","11A_II_BM_out.145.fa","AD152III_FD_BM_out.11.fa",0.664
"1617164","11A_II_BM_out.145.fa","2AD61I_FD_BM_out.48.fa",0.652
"1403806","11A_II_BM_out.145.fa","2AD57I_FD_BM_out.104.fa",0.644
"2293131","11A_II_BM_out.146.fa","8A_II_BM_out.166.fa",0.932
"3561315","11A_II_BM_out.146.fa","AD138III_FD_BM_out.18.fa",0.926
"2073791","11A_II_BM_out.146.fa","7A_III_BM_out.206.fa",0.924
"1678979","11A_II_BM_out.146.fa","2AD61I_FD_BM_out.98.fa",0.92
"2893325","11A_II_BM_out.146.fa","AD121II_FD_BM_out.25.fa",0.918
"3772679","11A_II_BM_out.146.fa","AD148III_FD_BM_out.71.fa",0.918
"971109","11A_II_BM_out.146.fa","17A_III_BM_out.250.fa",0.914
"532429","11A_II_BM_out.146.fa","15A_II_BM_out.106.fa",0.908
"3136593","11A_II_BM_out.146.fa","AD126III_FD_BM_out.97.fa",0.858
"390855","11A_II_BM_out.146.fa","13A_III_BM_out.211.fa",0.854
"1188455","11A_II_BM_out.146.fa","2AD43II_FD_BM_out.65.fa",0.852
"3254239","11A_II_BM_out.146.fa","AD128I_FD_BM_out.86.fa",0.83
"1786655","11A_II_BM_out.146.fa","6A_II_BM_out.175.fa",0.828
"2570297","11A_II_BM_out.146.fa","9A_II_BM_out.187.fa",0.8
"1393837","11A_II_BM_out.146.fa","2AD52I_FD_BM_out.6.fa",0.714
"1423747","11A_II_BM_out.146.fa","2AD57I_FD_BM_out.121.fa",0.708
"3894313","11A_II_BM_out.146.fa","AD152III_FD_BM_out.34.fa",0.54
"2699907","11A_II_BM_out.146.fa","AD118III_FD_BM_out.106.fa",0.388
"723854","11A_II_BM_out.148.fa","15A_II_BM_out.45.fa",0.968
"2560328","11A_II_BM_out.148.fa","9A_II_BM_out.178.fa",0.954
"2131618","11A_II_BM_out.148.fa","7A_III_BM_out.41.fa",0.946
"2366910","11A_II_BM_out.148.fa","8A_II_BM_out.219.fa",0.936
"1848470","11A_II_BM_out.148.fa","6A_II_BM_out.26.fa",0.902
"1048877","11A_II_BM_out.149.fa","17A_III_BM_out.51.fa",0.622
"1872399","11A_II_BM_out.149.fa","6A_II_BM_out.4.fa",0.598
"506509","11A_II_BM_out.149.fa","13A_III_BM_out.89.fa",0.576
"777693","11A_II_BM_out.149.fa","15A_II_BM_out.98.fa",0.478
"1760745","11A_II_BM_out.15.fa","6A_II_BM_out.154.fa",0.516
"386879","11A_II_BM_out.15.fa","13A_III_BM_out.20.fa",0.502
"2163533","11A_II_BM_out.15.fa","7A_III_BM_out.66.fa",0.502
"1005019","11A_II_BM_out.15.fa","17A_III_BM_out.277.fa",0.49
"2679979","11A_II_BM_out.15.fa","9A_II_BM_out.82.fa",0.488
"544405","11A_II_BM_out.15.fa","15A_II_BM_out.114.fa",0.478
"3730817","11A_II_BM_out.15.fa","AD148III_FD_BM_out.31.fa",0.47
"3892331","11A_II_BM_out.15.fa","AD152III_FD_BM_out.33.fa",0.462
"1615183","11A_II_BM_out.15.fa","2AD61I_FD_BM_out.47.fa",0.46
"2460639","11A_II_BM_out.15.fa","8A_II_BM_out.93.fa",0.452
"3096725","11A_II_BM_out.15.fa","AD126III_FD_BM_out.70.fa",0.452
"2853457","11A_II_BM_out.15.fa","AD118III_FD_BM_out.85.fa",0.446
"1330041","11A_II_BM_out.15.fa","2AD48II_FD_BM_out.91.fa",0.444
"1110701","11A_II_BM_out.15.fa","2AD43II_FD_BM_out.103.fa",0.436
"3491537","11A_II_BM_out.15.fa","AD143II_FD_BM_out.57.fa",0.424
"1419771","11A_II_BM_out.15.fa","2AD57I_FD_BM_out.117.fa",0.406
"2999019","11A_II_BM_out.15.fa","AD121II_FD_BM_out.97.fa",0.394
"3357939","11A_II_BM_out.15.fa","AD132III_FD_BM_out.51.fa",0.394
"1349981","11A_II_BM_out.15.fa","2AD52I_FD_BM_out.21.fa",0.378
"2223345","11A_II_BM_out.150.fa","8A_II_BM_out.112.fa",0.886
"2500511","11A_II_BM_out.150.fa","9A_II_BM_out.120.fa",0.886
"1858443","11A_II_BM_out.150.fa","6A_II_BM_out.37.fa",0.872
"2189447","11A_II_BM_out.150.fa","7A_III_BM_out.81.fa",0.868
"578295","11A_II_BM_out.150.fa","15A_II_BM_out.139.fa",0.854
"3158531","11A_II_BM_out.150.fa","AD128I_FD_BM_out.19.fa",0.85
"1032927","11A_II_BM_out.150.fa","17A_III_BM_out.36.fa",0.848
"370919","11A_II_BM_out.150.fa","13A_III_BM_out.200.fa",0.83
"3112669","11A_II_BM_out.150.fa","AD126III_FD_BM_out.80.fa",0.828
"2875383","11A_II_BM_out.150.fa","AD118III_FD_BM_out.9.fa",0.822
"1266225","11A_II_BM_out.150.fa","2AD48II_FD_BM_out.41.fa",0.816
"2889341","11A_II_BM_out.150.fa","AD121II_FD_BM_out.23.fa",0.8
"3481559","11A_II_BM_out.150.fa","AD143II_FD_BM_out.49.fa",0.798
"3910269","11A_II_BM_out.150.fa","AD152III_FD_BM_out.53.fa",0.798
"3758725","11A_II_BM_out.150.fa","AD148III_FD_BM_out.59.fa",0.788
"1463631","11A_II_BM_out.150.fa","2AD57I_FD_BM_out.43.fa",0.782
"1345985","11A_II_BM_out.150.fa","2AD52I_FD_BM_out.15.fa",0.754
"1595235","11A_II_BM_out.150.fa","2AD61I_FD_BM_out.31.fa",0.722
"1208399","11A_II_BM_out.150.fa","2AD43II_FD_BM_out.80.fa",0.618
"3322039","11A_II_BM_out.150.fa","AD132III_FD_BM_out.27.fa",0.59
"2761726","11A_II_BM_out.151.fa","AD118III_FD_BM_out.161.fa",0.658
"3003000","11A_II_BM_out.151.fa","AD121II_FD_BM_out.9.fa",0.658
"2670002","11A_II_BM_out.151.fa","9A_II_BM_out.76.fa",0.62
"3369896","11A_II_BM_out.151.fa","AD132III_FD_BM_out.58.fa",0.614
"480590","11A_II_BM_out.151.fa","13A_III_BM_out.69.fa",0.604
"2333016","11A_II_BM_out.151.fa","8A_II_BM_out.199.fa",0.588
"3092730","11A_II_BM_out.151.fa","AD126III_FD_BM_out.68.fa",0.584
"2087754","11A_II_BM_out.151.fa","7A_III_BM_out.216.fa",0.556
"3142580","11A_II_BM_out.151.fa","AD128I_FD_BM_out.11.fa",0.538
"679990","11A_II_BM_out.151.fa","15A_II_BM_out.222.fa",0.534
"1501518","11A_II_BM_out.151.fa","2AD57I_FD_BM_out.71.fa",0.26
"3964108","11A_II_BM_out.151.fa","AD152III_FD_BM_out.94.fa",0.242
"2418759","11A_II_BM_out.152.fa","8A_II_BM_out.5.fa",0.83
"1956151","11A_II_BM_out.152.fa","7A_III_BM_out.109.fa",0.828
"1764727","11A_II_BM_out.152.fa","6A_II_BM_out.157.fa",0.822
"815583","11A_II_BM_out.152.fa","17A_III_BM_out.131.fa",0.82
"293155","11A_II_BM_out.152.fa","13A_III_BM_out.13.fa",0.814
"2654051","11A_II_BM_out.152.fa","9A_II_BM_out.65.fa",0.812
"701925","11A_II_BM_out.152.fa","15A_II_BM_out.23.fa",0.778
"797638","11A_II_BM_out.153.fa","17A_III_BM_out.111.fa",0.796
"2662028","11A_II_BM_out.153.fa","9A_II_BM_out.70.fa",0.768
"733830","11A_II_BM_out.153.fa","15A_II_BM_out.53.fa",0.72
"444700","11A_II_BM_out.153.fa","13A_III_BM_out.40.fa",0.63
"1840500","11A_II_BM_out.153.fa","6A_II_BM_out.230.fa",0.63
"2863422","11A_II_BM_out.153.fa","AD118III_FD_BM_out.90.fa",0.63
"2065822","11A_II_BM_out.153.fa","7A_III_BM_out.19.fa",0.626
"2275192","11A_II_BM_out.153.fa","8A_II_BM_out.148.fa",0.59
"1575298","11A_II_BM_out.153.fa","2AD61I_FD_BM_out.15.fa",0.4
"879393","11A_II_BM_out.154.fa","17A_III_BM_out.174.fa",0.792
"745795","11A_II_BM_out.154.fa","15A_II_BM_out.66.fa",0.782
"299139","11A_II_BM_out.154.fa","13A_III_BM_out.144.fa",0.756
"1870411","11A_II_BM_out.154.fa","6A_II_BM_out.46.fa",0.756
"2650065","11A_II_BM_out.154.fa","9A_II_BM_out.63.fa",0.742
"2099721","11A_II_BM_out.154.fa","7A_III_BM_out.232.fa",0.736
"2374893","11A_II_BM_out.154.fa","8A_II_BM_out.25.fa",0.672
"2793633","11A_II_BM_out.154.fa","AD118III_FD_BM_out.43.fa",0.672
"893352","11A_II_BM_out.157.fa","17A_III_BM_out.189.fa",0.594
"327056","11A_II_BM_out.157.fa","13A_III_BM_out.164.fa",0.47
"598240","11A_II_BM_out.157.fa","15A_II_BM_out.152.fa",0.418
"1694940","11A_II_BM_out.157.fa","6A_II_BM_out.108.fa",0.408
"2524444","11A_II_BM_out.157.fa","9A_II_BM_out.147.fa",0.372
"775707","11A_II_BM_out.158.fa","15A_II_BM_out.95.fa",0.626
"1070819","11A_II_BM_out.158.fa","17A_III_BM_out.76.fa",0.588
"420775","11A_II_BM_out.158.fa","13A_III_BM_out.232.fa",0.582
"1894341","11A_II_BM_out.158.fa","6A_II_BM_out.69.fa",0.574
"1415781","11A_II_BM_out.158.fa","2AD57I_FD_BM_out.110.fa",0.572
"2091747","11A_II_BM_out.158.fa","7A_III_BM_out.224.fa",0.572
"2574295","11A_II_BM_out.158.fa","9A_II_BM_out.189.fa",0.56
"2289153","11A_II_BM_out.158.fa","8A_II_BM_out.161.fa",0.546
"3579271","11A_II_BM_out.158.fa","AD138III_FD_BM_out.29.fa",0.43
"1716876","11A_II_BM_out.159.fa","6A_II_BM_out.122.fa",0.708
"3665014","11A_II_BM_out.159.fa","AD138III_FD_BM_out.96.fa",0.708
"903324","11A_II_BM_out.159.fa","17A_III_BM_out.19.fa",0.674
"297148","11A_II_BM_out.159.fa","13A_III_BM_out.143.fa",0.66
"3270202","11A_II_BM_out.159.fa","AD132III_FD_BM_out.101.fa",0.656
"1457656","11A_II_BM_out.159.fa","2AD57I_FD_BM_out.40.fa",0.616
"2442692","11A_II_BM_out.159.fa","8A_II_BM_out.72.fa",0.58
"2691942","11A_II_BM_out.159.fa","9A_II_BM_out.92.fa",0.54
"3100721","11A_II_BM_out.16.fa","AD126III_FD_BM_out.72.fa",0.854
"3822549","11A_II_BM_out.16.fa","AD152III_FD_BM_out.109.fa",0.844
"1798639","11A_II_BM_out.16.fa","6A_II_BM_out.193.fa",0.838
"660065","11A_II_BM_out.16.fa","15A_II_BM_out.208.fa",0.836
"1276211","11A_II_BM_out.16.fa","2AD48II_FD_BM_out.4.fa",0.834
"3250271","11A_II_BM_out.16.fa","AD128I_FD_BM_out.83.fa",0.832
"3379881","11A_II_BM_out.16.fa","AD132III_FD_BM_out.64.fa",0.822
"2618173","11A_II_BM_out.16.fa","9A_II_BM_out.36.fa",0.82
"2965129","11A_II_BM_out.16.fa","AD121II_FD_BM_out.6.fa",0.816
"3513479","11A_II_BM_out.16.fa","AD143II_FD_BM_out.76.fa",0.816
"1218385","11A_II_BM_out.16.fa","2AD43II_FD_BM_out.88.fa",0.804
"2729837","11A_II_BM_out.16.fa","AD118III_FD_BM_out.137.fa",0.8
"3780675","11A_II_BM_out.16.fa","AD148III_FD_BM_out.78.fa",0.794
"2079793","11A_II_BM_out.16.fa","7A_III_BM_out.210.fa",0.79
"442719","11A_II_BM_out.16.fa","13A_III_BM_out.3.fa",0.77
"1417785","11A_II_BM_out.16.fa","2AD57I_FD_BM_out.114.fa",0.764
"2400827","11A_II_BM_out.16.fa","8A_II_BM_out.47.fa",0.734
"3655053","11A_II_BM_out.16.fa","AD138III_FD_BM_out.86.fa",0.622
"963153","11A_II_BM_out.16.fa","17A_III_BM_out.245.fa",0.616
"1673017","11A_II_BM_out.16.fa","2AD61I_FD_BM_out.94.fa",0.58
"392862","11A_II_BM_out.160.fa","13A_III_BM_out.212.fa",0.948
"2350970","11A_II_BM_out.160.fa","8A_II_BM_out.20.fa",0.472
"2015978","11A_II_BM_out.160.fa","7A_III_BM_out.153.fa",0.448
"2652064","11A_II_BM_out.160.fa","9A_II_BM_out.64.fa",0.426
"921272","11A_II_BM_out.160.fa","17A_III_BM_out.216.fa",0.412
"628154","11A_II_BM_out.160.fa","15A_II_BM_out.186.fa",0.374
"1898332","11A_II_BM_out.160.fa","6A_II_BM_out.71.fa",0.366
"2791644","11A_II_BM_out.160.fa","AD118III_FD_BM_out.40.fa",0.358
"3276186","11A_II_BM_out.160.fa","AD132III_FD_BM_out.106.fa",0.28
"1174510","11A_II_BM_out.160.fa","2AD43II_FD_BM_out.54.fa",0.246
"3686950","11A_II_BM_out.160.fa","AD148III_FD_BM_out.113.fa",0.246
"2979080","11A_II_BM_out.160.fa","AD121II_FD_BM_out.7.fa",0.206
"873417","11A_II_BM_out.161.fa","17A_III_BM_out.169.fa",0.708
"3840489","11A_II_BM_out.161.fa","AD152III_FD_BM_out.120.fa",0.704
"2267223","11A_II_BM_out.161.fa","8A_II_BM_out.13.fa",0.678
"592263","11A_II_BM_out.161.fa","15A_II_BM_out.149.fa",0.672
"2013985","11A_II_BM_out.161.fa","7A_III_BM_out.151.fa",0.658
"2598227","11A_II_BM_out.161.fa","9A_II_BM_out.216.fa",0.658
"283193","11A_II_BM_out.161.fa","13A_III_BM_out.133.fa",0.652
"1812591","11A_II_BM_out.161.fa","6A_II_BM_out.206.fa",0.642
"1108709","11A_II_BM_out.161.fa","2AD43II_FD_BM_out.102.fa",0.456
"1962142","11A_II_BM_out.162.fa","7A_III_BM_out.113.fa",0.426
"416792","11A_II_BM_out.162.fa","13A_III_BM_out.230.fa",0.418
"3038902","11A_II_BM_out.162.fa","AD126III_FD_BM_out.30.fa",0.412
"2227344","11A_II_BM_out.162.fa","8A_II_BM_out.115.fa",0.408
"2855454","11A_II_BM_out.162.fa","AD118III_FD_BM_out.86.fa",0.408
"3226338","11A_II_BM_out.162.fa","AD128I_FD_BM_out.69.fa",0.404
"3497522","11A_II_BM_out.162.fa","AD143II_FD_BM_out.63.fa",0.404
"1700928","11A_II_BM_out.162.fa","6A_II_BM_out.111.fa",0.402
"3341990","11A_II_BM_out.162.fa","AD132III_FD_BM_out.41.fa",0.4
"3934208","11A_II_BM_out.162.fa","AD152III_FD_BM_out.77.fa",0.394
"2634120","11A_II_BM_out.162.fa","9A_II_BM_out.49.fa",0.392
"1242308","11A_II_BM_out.162.fa","2AD48II_FD_BM_out.20.fa",0.39
"1407810","11A_II_BM_out.162.fa","2AD57I_FD_BM_out.106.fa",0.39
"1569324","11A_II_BM_out.162.fa","2AD61I_FD_BM_out.12.fa",0.388
"3728826","11A_II_BM_out.162.fa","AD148III_FD_BM_out.30.fa",0.388
"685982","11A_II_BM_out.162.fa","15A_II_BM_out.226.fa",0.386
"3631120","11A_II_BM_out.162.fa","AD138III_FD_BM_out.69.fa",0.372
"831544","11A_II_BM_out.162.fa","17A_III_BM_out.140.fa",0.366
"2995034","11A_II_BM_out.162.fa","AD121II_FD_BM_out.94.fa",0.364
"1194452","11A_II_BM_out.162.fa","2AD43II_FD_BM_out.70.fa",0.344
"1347990","11A_II_BM_out.162.fa","2AD52I_FD_BM_out.19.fa",0.314
"1659055","11A_II_BM_out.165.fa","2AD61I_FD_BM_out.86.fa",0.442
"2943191","11A_II_BM_out.165.fa","AD121II_FD_BM_out.55.fa",0.432
"3722845","11A_II_BM_out.165.fa","AD148III_FD_BM_out.27.fa",0.43
"1936221","11A_II_BM_out.165.fa","6A_II_BM_out.97.fa",0.396
"576313","11A_II_BM_out.165.fa","15A_II_BM_out.136.fa",0.388
"3022951","11A_II_BM_out.165.fa","AD126III_FD_BM_out.18.fa",0.386
"1425757","11A_II_BM_out.165.fa","2AD57I_FD_BM_out.13.fa",0.344
"2071813","11A_II_BM_out.165.fa","7A_III_BM_out.205.fa",0.28
"919281","11A_II_BM_out.165.fa","17A_III_BM_out.214.fa",0.272
"3202411","11A_II_BM_out.165.fa","AD128I_FD_BM_out.48.fa",0.27
"2426745","11A_II_BM_out.165.fa","8A_II_BM_out.63.fa",0.218
"2741797","11A_II_BM_out.165.fa","AD118III_FD_BM_out.144.fa",0.196
"3555349","11A_II_BM_out.165.fa","AD138III_FD_BM_out.15.fa",0.168
"2927241","11A_II_BM_out.167.fa","AD121II_FD_BM_out.44.fa",0.878
"821577","11A_II_BM_out.167.fa","17A_III_BM_out.134.fa",0.86
"2777691","11A_II_BM_out.167.fa","AD118III_FD_BM_out.33.fa",0.86
"1974109","11A_II_BM_out.167.fa","7A_III_BM_out.120.fa",0.858
"2382879","11A_II_BM_out.167.fa","8A_II_BM_out.35.fa",0.856
"3413777","11A_II_BM_out.167.fa","AD132III_FD_BM_out.88.fa",0.856
"329059","11A_II_BM_out.167.fa","13A_III_BM_out.166.fa",0.852
"614201","11A_II_BM_out.167.fa","15A_II_BM_out.169.fa",0.852
"1808607","11A_II_BM_out.167.fa","6A_II_BM_out.200.fa",0.842
"2604213","11A_II_BM_out.167.fa","9A_II_BM_out.220.fa",0.84
"3553357","11A_II_BM_out.167.fa","AD138III_FD_BM_out.13.fa",0.834
"3774691","11A_II_BM_out.167.fa","AD148III_FD_BM_out.72.fa",0.81
"1661051","11A_II_BM_out.167.fa","2AD61I_FD_BM_out.87.fa",0.61
"2317078","11A_II_BM_out.169.fa","8A_II_BM_out.187.fa",0.942
"899344","11A_II_BM_out.169.fa","17A_III_BM_out.195.fa",0.934
"2544394","11A_II_BM_out.169.fa","9A_II_BM_out.164.fa",0.934
"652088","11A_II_BM_out.169.fa","15A_II_BM_out.201.fa",0.924
"1846494","11A_II_BM_out.169.fa","6A_II_BM_out.25.fa",0.918
"2059852","11A_II_BM_out.169.fa","7A_III_BM_out.194.fa",0.918
"350994","11A_II_BM_out.169.fa","13A_III_BM_out.183.fa",0.88
"3796626","11A_II_BM_out.169.fa","AD148III_FD_BM_out.90.fa",0.492
"1038934","11A_II_BM_out.17.fa","17A_III_BM_out.46.fa",0.334
"656086","11A_II_BM_out.17.fa","15A_II_BM_out.203.fa",0.304
"2031946","11A_II_BM_out.17.fa","7A_III_BM_out.168.fa",0.294
"2693954","11A_II_BM_out.17.fa","9A_II_BM_out.95.fa",0.288
"440734","11A_II_BM_out.17.fa","13A_III_BM_out.39.fa",0.266
"333050","11A_II_BM_out.170.fa","13A_III_BM_out.168.fa",0.686
"1086782","11A_II_BM_out.170.fa","17A_III_BM_out.87.fa",0.664
"2536420","11A_II_BM_out.170.fa","9A_II_BM_out.156.fa",0.552
"2229344","11A_II_BM_out.170.fa","8A_II_BM_out.116.fa",0.514
"703934","11A_II_BM_out.170.fa","15A_II_BM_out.24.fa",0.48
"1940214","11A_II_BM_out.170.fa","7A_III_BM_out.100.fa",0.448
"2666031","11A_II_BM_out.171.fa","9A_II_BM_out.73.fa",0.76
"2470619","11A_II_BM_out.171.fa","8A_II_BM_out.99.fa",0.758
"3421757","11A_II_BM_out.171.fa","AD132III_FD_BM_out.94.fa",0.742
"3090753","11A_II_BM_out.171.fa","AD126III_FD_BM_out.66.fa",0.738
"2763737","11A_II_BM_out.171.fa","AD118III_FD_BM_out.163.fa",0.736
"2975101","11A_II_BM_out.171.fa","AD121II_FD_BM_out.78.fa",0.734
"1838521","11A_II_BM_out.171.fa","6A_II_BM_out.226.fa",0.72
"508523","11A_II_BM_out.171.fa","13A_III_BM_out.8.fa",0.718
"3264231","11A_II_BM_out.171.fa","AD128I_FD_BM_out.92.fa",0.718
"1288177","11A_II_BM_out.171.fa","2AD48II_FD_BM_out.5.fa",0.714
"1182495","11A_II_BM_out.171.fa","2AD43II_FD_BM_out.59.fa",0.702
"3800617","11A_II_BM_out.171.fa","AD148III_FD_BM_out.92.fa",0.698
"769737","11A_II_BM_out.171.fa","15A_II_BM_out.8.fa",0.688
"1609211","11A_II_BM_out.171.fa","2AD61I_FD_BM_out.43.fa",0.686
"3479583","11A_II_BM_out.171.fa","AD143II_FD_BM_out.48.fa",0.686
"835539","11A_II_BM_out.171.fa","17A_III_BM_out.142.fa",0.684
"2147591","11A_II_BM_out.171.fa","7A_III_BM_out.54.fa",0.682
"3858443","11A_II_BM_out.171.fa","AD152III_FD_BM_out.137.fa",0.66
"1469631","11A_II_BM_out.171.fa","2AD57I_FD_BM_out.48.fa",0.658
"3639103","11A_II_BM_out.171.fa","AD138III_FD_BM_out.74.fa",0.38
"2771714","11A_II_BM_out.172.fa","AD118III_FD_BM_out.24.fa",0.568
"2983078","11A_II_BM_out.172.fa","AD121II_FD_BM_out.85.fa",0.562
"3010994","11A_II_BM_out.172.fa","AD126III_FD_BM_out.106.fa",0.546
"3435716","11A_II_BM_out.172.fa","AD143II_FD_BM_out.11.fa",0.54
"851492","11A_II_BM_out.172.fa","17A_III_BM_out.156.fa",0.532
"3310094","11A_II_BM_out.172.fa","AD132III_FD_BM_out.16.fa",0.53
"378914","11A_II_BM_out.172.fa","13A_III_BM_out.205.fa",0.528
"3846480","11A_II_BM_out.172.fa","AD152III_FD_BM_out.126.fa",0.528
"1272226","11A_II_BM_out.172.fa","2AD48II_FD_BM_out.47.fa",0.522
"3706900","11A_II_BM_out.172.fa","AD148III_FD_BM_out.17.fa",0.52
"1401836","11A_II_BM_out.172.fa","2AD57I_FD_BM_out.102.fa",0.516
"666050","11A_II_BM_out.172.fa","15A_II_BM_out.212.fa",0.514
"1611206","11A_II_BM_out.172.fa","2AD61I_FD_BM_out.44.fa",0.502
"1952180","11A_II_BM_out.172.fa","7A_III_BM_out.107.fa",0.502
"2683978","11A_II_BM_out.172.fa","9A_II_BM_out.87.fa",0.498
"2247292","11A_II_BM_out.172.fa","8A_II_BM_out.125.fa",0.492
"1724864","11A_II_BM_out.172.fa","6A_II_BM_out.127.fa",0.484
"3260244","11A_II_BM_out.172.fa","AD128I_FD_BM_out.90.fa",0.456
"1158568","11A_II_BM_out.172.fa","2AD43II_FD_BM_out.43.fa",0.454
"3607200","11A_II_BM_out.172.fa","AD138III_FD_BM_out.51.fa",0.352
"2871415","11A_II_BM_out.173.fa","AD118III_FD_BM_out.97.fa",0.722
"558375","11A_II_BM_out.173.fa","15A_II_BM_out.123.fa",0.718
"1030953","11A_II_BM_out.173.fa","17A_III_BM_out.34.fa",0.7
"468645","11A_II_BM_out.173.fa","13A_III_BM_out.5.fa",0.694
"1990067","11A_II_BM_out.173.fa","7A_III_BM_out.12.fa",0.69
"2269227","11A_II_BM_out.173.fa","8A_II_BM_out.141.fa",0.682
"2937217","11A_II_BM_out.173.fa","AD121II_FD_BM_out.52.fa",0.68
"1824565","11A_II_BM_out.173.fa","6A_II_BM_out.215.fa",0.674
"251300","11A_II_BM_out.174.fa","13A_III_BM_out.107.fa",0.632
"2474610","11A_II_BM_out.174.fa","9A_II_BM_out.101.fa",0.63
"2321072","11A_II_BM_out.174.fa","8A_II_BM_out.189.fa",0.628
"542424","11A_II_BM_out.174.fa","15A_II_BM_out.113.fa",0.612
"1734836","11A_II_BM_out.174.fa","6A_II_BM_out.132.fa",0.604
"2873410","11A_II_BM_out.174.fa","AD118III_FD_BM_out.99.fa",0.598
"3278192","11A_II_BM_out.174.fa","AD132III_FD_BM_out.107.fa",0.596
"3597232","11A_II_BM_out.174.fa","AD138III_FD_BM_out.46.fa",0.59
"3130636","11A_II_BM_out.174.fa","AD126III_FD_BM_out.90.fa",0.584
"1451688","11A_II_BM_out.174.fa","2AD57I_FD_BM_out.37.fa",0.582
"1090774","11A_II_BM_out.174.fa","17A_III_BM_out.8.fa",0.58
"3228342","11A_II_BM_out.174.fa","AD128I_FD_BM_out.6.fa",0.574
"3810590","11A_II_BM_out.174.fa","AD148III_FD_BM_out.99.fa",0.574
"1326066","11A_II_BM_out.174.fa","2AD48II_FD_BM_out.86.fa",0.572
"3888356","11A_II_BM_out.174.fa","AD152III_FD_BM_out.27.fa",0.568
"1170534","11A_II_BM_out.174.fa","2AD43II_FD_BM_out.52.fa",0.552
"2951176","11A_II_BM_out.174.fa","AD121II_FD_BM_out.5.fa",0.546
"2145600","11A_II_BM_out.174.fa","7A_III_BM_out.51.fa",0.536
"3449676","11A_II_BM_out.174.fa","AD143II_FD_BM_out.28.fa",0.516
"1567340","11A_II_BM_out.174.fa","2AD61I_FD_BM_out.120.fa",0.468
"654089","11A_II_BM_out.175.fa","15A_II_BM_out.202.fa",0.618
"2695945","11A_II_BM_out.175.fa","9A_II_BM_out.97.fa",0.608
"961165","11A_II_BM_out.175.fa","17A_III_BM_out.243.fa",0.606
"368947","11A_II_BM_out.175.fa","13A_III_BM_out.1.fa",0.582
"3856453","11A_II_BM_out.175.fa","AD152III_FD_BM_out.135.fa",0.576
"2327055","11A_II_BM_out.175.fa","8A_II_BM_out.194.fa",0.498
"2177505","11A_II_BM_out.175.fa","7A_III_BM_out.74.fa",0.49
"1722873","11A_II_BM_out.175.fa","6A_II_BM_out.125.fa",0.426
"1421780","11A_II_BM_out.177.fa","2AD57I_FD_BM_out.119.fa",0.91
"1306128","11A_II_BM_out.177.fa","2AD48II_FD_BM_out.70.fa",0.904
"3718868","11A_II_BM_out.177.fa","AD148III_FD_BM_out.25.fa",0.894
"3814580","11A_II_BM_out.177.fa","AD152III_FD_BM_out.102.fa",0.85
"3318074","11A_II_BM_out.177.fa","AD132III_FD_BM_out.22.fa",0.438
"2283189","11A_II_BM_out.179.fa","8A_II_BM_out.157.fa",0.378
"3078795","11A_II_BM_out.179.fa","AD126III_FD_BM_out.58.fa",0.374
"1324075","11A_II_BM_out.179.fa","2AD48II_FD_BM_out.83.fa",0.342
"843521","11A_II_BM_out.179.fa","17A_III_BM_out.149.fa",0.336
"1186489","11A_II_BM_out.179.fa","2AD43II_FD_BM_out.64.fa",0.33
"2021975","11A_II_BM_out.179.fa","7A_III_BM_out.157.fa",0.328
"2837521","11A_II_BM_out.179.fa","AD118III_FD_BM_out.75.fa",0.32
"3525451","11A_II_BM_out.179.fa","AD143II_FD_BM_out.83.fa",0.32
"410823","11A_II_BM_out.179.fa","13A_III_BM_out.225.fa",0.318
"2528451","11A_II_BM_out.179.fa","9A_II_BM_out.150.fa",0.318
"3734821","11A_II_BM_out.179.fa","AD148III_FD_BM_out.37.fa",0.318
"568349","11A_II_BM_out.179.fa","15A_II_BM_out.129.fa",0.316
"1924269","11A_II_BM_out.179.fa","6A_II_BM_out.90.fa",0.314
"3385871","11A_II_BM_out.179.fa","AD132III_FD_BM_out.69.fa",0.314
"1447703","11A_II_BM_out.179.fa","2AD57I_FD_BM_out.34.fa",0.292
"2919275","11A_II_BM_out.179.fa","AD121II_FD_BM_out.3.fa",0.282
"1635139","11A_II_BM_out.179.fa","2AD61I_FD_BM_out.61.fa",0.28
"3615181","11A_II_BM_out.179.fa","AD138III_FD_BM_out.56.fa",0.272
"767751","11A_II_BM_out.183.fa","15A_II_BM_out.85.fa",0.652
"949205","11A_II_BM_out.183.fa","17A_III_BM_out.235.fa",0.642
"2010013","11A_II_BM_out.183.fa","7A_III_BM_out.143.fa",0.64
"2462651","11A_II_BM_out.183.fa","8A_II_BM_out.94.fa",0.628
"1726865","11A_II_BM_out.183.fa","6A_II_BM_out.128.fa",0.57
"486597","11A_II_BM_out.183.fa","13A_III_BM_out.71.fa",0.55
"2530447","11A_II_BM_out.183.fa","9A_II_BM_out.151.fa",0.508
"1766746","11A_II_BM_out.184.fa","6A_II_BM_out.15.fa",0.924
"3383880","11A_II_BM_out.184.fa","AD132III_FD_BM_out.66.fa",0.922
"3559352","11A_II_BM_out.184.fa","AD138III_FD_BM_out.17.fa",0.916
"658082","11A_II_BM_out.184.fa","15A_II_BM_out.207.fa",0.914
